mom	a	z	Re	Re_err	Im	Im_err
6	0.0574	0.06	1.0054080385545012	0.00021212056028252488	-0.20625857500701503	0.0007668537240078377
6	0.0574	0.12	0.96183893603353	0.0007611915328422647	-0.4136377742717686	0.0014250953713648706
6	0.0574	0.18	0.8632849766873583	0.0015975470727459529	-0.6057093394346837	0.00183921149589128
6	0.0574	0.24	0.6983603782388725	0.0025292922081036062	-0.7470733882673685	0.002096666553435544
6	0.0574	0.3	0.5001426918281298	0.00338410685533308	-0.8287667417558606	0.002388466518998378
6	0.0574	0.36	0.2899379740613317	0.004228549814668303	-0.8400401839566431	0.0026262334863969
6	0.0574	0.42	0.09594440778365709	0.004353940908321862	-0.7944357785705392	0.0029109170664174404
6	0.0574	0.48	-0.06618038888255512	0.004765951084893118	-0.6988555186875897	0.0034361934639144383
6	0.0574	0.54	-0.18501956834812597	0.004914849449784681	-0.5742354867110616	0.004043446336458477
6	0.0574	0.6000000000000001	-0.25650668912664043	0.00470166396629762	-0.43552237827957396	0.0045909372119049
6	0.0574	0.6599999999999999	-0.28463113862385336	0.005134425723750945	-0.3010556331257296	0.0051784949209499045
6	0.0574	0.72	-0.2753752840411033	0.005589488153407651	-0.18160871721649188	0.005802100918949672
6	0.0574	0.78	-0.24026336908745471	0.0058893011002867654	-0.08625044795105345	0.006317790272866524
6	0.0574	0.8400000000000001	-0.18946338487213585	0.006285877413116231	-0.017917274295081907	0.006794510447885133
6	0.0574	0.8999999999999999	-0.13381258865877793	0.0070054491972660615	0.024088930181356986	0.0071664164517154525
6	0.0574	0.96	-0.08142236612377804	0.007827427726436492	0.04342569808727536	0.007677852440369852
6	0.0574	1.02	-0.03858685915954953	0.008835281454879615	0.04550565937908561	0.00777235190032348
6	0.0574	1.08	-0.0075144261263591534	0.009709581511545972	0.036047112219790095	0.008771661248753702
6	0.0574	1.1400000000000001	0.011314620694303815	0.010975487398712876	0.021137835985327473	0.010650651482708377
6	0.0574	1.2	0.019568902195039498	0.01336672115704194	0.0051128865430408845	0.012389821885194933
6	0.0574	1.26	0.02131463271293421	0.016098161263214096	-0.008360250521752943	0.013151094059438987
6	0.0574	1.32	0.018546310794824605	0.01795200057930731	-0.01791353399764932	0.01483870233311948
6	0.0574	1.38	0.014522463787531907	0.020036064411908146	-0.022422210235892494	0.017791470194606966
6	0.0574	1.44	0.01076757960119662	0.021113607035945264	-0.02292532005152212	0.021609488774715687
6	0.0574	1.5	0.008025879500866046	0.023309826945329445	-0.02253702806275402	0.02420420977482352
6	0.0882	0.06	1.0249234973843648	0.00018165452650964473	-0.20356423347609015	0.0007083398571127442
6	0.0882	0.12	0.9763658961127779	0.000667542092947393	-0.405206412966344	0.0013289975028569212
6	0.0882	0.18	0.890210925599636	0.0013401356287735533	-0.5990338410376592	0.0017753955879723504
6	0.0882	0.24	0.7353657900221364	0.0021156616631644587	-0.7466984570359549	0.002125887256834713
6	0.0882	0.3	0.5446057633102521	0.0027901422797786957	-0.8406237744665894	0.0024307847010425205
6	0.0882	0.36	0.3345875882175049	0.003538364052792564	-0.8619706603873396	0.002817132429686064
6	0.0882	0.42	0.13664491594078632	0.004066159481110749	-0.8270307116763765	0.002941056837576284
6	0.0882	0.48	-0.03292383291018056	0.004391918163217972	-0.7379906495213044	0.003254638896188822
6	0.0882	0.54	-0.16106886606610532	0.004737776152455936	-0.6177062751415123	0.003891450165855237
6	0.0882	0.6000000000000001	-0.24202806227007218	0.005105376218494189	-0.47942909631897757	0.004251775664971813
6	0.0882	0.6599999999999999	-0.27904128681935525	0.005300751266259507	-0.34305790355251764	0.004453481152428995
6	0.0882	0.72	-0.27694271779702073	0.005297899907099724	-0.21858440771451904	0.005063406009980399
6	0.0882	0.78	-0.24717726290929537	0.0054957726829903955	-0.11749761951242696	0.005376709462281193
6	0.0882	0.8400000000000001	-0.19957731962900213	0.005217923288985848	-0.04250530353393105	0.005495981674387446
6	0.0882	0.8999999999999999	-0.1449543789915549	0.005394053615979	0.005445086581397239	0.005932836925119513
6	0.0882	0.96	-0.0913323331460182	0.005419244028711911	0.02989819124429035	0.006239716457593364
6	0.0882	1.02	-0.045564247219937806	0.005859146246424966	0.03640533649615692	0.006377231407792171
6	0.0882	1.08	-0.010148806901798285	0.006097358893527666	0.029424273167423874	0.006730133613242323
6	0.0882	1.1400000000000001	0.01302537507265445	0.0061939727232425655	0.015578623445741704	0.00723185058647818
6	0.0882	1.2	0.024992942639309006	0.007115695726467305	-0.0010004599355396297	0.0075738555642177125
6	0.0882	1.26	0.027556156831331717	0.007339115105794408	-0.016251903598633075	0.007765709386234706
6	0.0882	1.32	0.023567464461545645	0.007943820454397866	-0.027974623689819678	0.007555981535837158
6	0.0882	1.38	0.015516173585650574	0.00909041383894191	-0.03562470758900775	0.007987266471413883
6	0.0882	1.44	0.005652542378543974	0.009700990582759908	-0.0383804955523122	0.008800000755908591
6	0.0882	1.5	-0.003996824342876821	0.010950113576375181	-0.037304838851704145	0.00986806772269263
6	0.1213	0.06	1.0531249668776965	0.00027732246159128954	-0.20530763736541516	0.0010620843753922082
6	0.1213	0.12	1.0034389213699413	0.0008895389571073052	-0.4061825522287241	0.0019196192276830781
6	0.1213	0.18	0.9179087835843942	0.00186423242774858	-0.6006787245177374	0.002735075455647662
6	0.1213	0.24	0.7681877524831981	0.0030467411954197	-0.7536917494290105	0.00327778852986127
6	0.1213	0.3	0.582808668730493	0.004194051660791564	-0.8564047709687574	0.0033729515228445583
6	0.1213	0.36	0.3699503339227038	0.005029276313570863	-0.8855566112340462	0.00356131582376229
6	0.1213	0.42	0.1680211656509975	0.00573492256794958	-0.858641021235665	0.0037479653441147005
6	0.1213	0.48	-0.00918149852738143	0.006337173938228183	-0.7727863404249027	0.004044010503733597
6	0.1213	0.54	-0.14584407317175496	0.0065547826601884684	-0.6549238092595457	0.004464215131569249
6	0.1213	0.6000000000000001	-0.2364487675152548	0.006478132408168302	-0.5146746525200815	0.0048694754789733175
