0.057	1.0
0.057	0.9712931015219827
0.057	0.9017328086579673
0.057	0.8016350133033611
0.057	0.6912482897670743
0.057	0.5813201330808756
0.057	0.4758488123906043
0.057	0.3883962822543361
0.057	0.3151515685044025
0.057	0.25471262948340584
0.057	0.2050590405934441
0.057	0.1645266311384784
0.057	0.131594143117896
0.057	0.10495419590434148
0.057	0.08348707886494366
0.057	0.06624871164556774
0.057	0.052449939223586955
0.057	0.04143658701270362
0.057	0.03266999422464864
0.057	0.025709215046047933
0.057	0.0201951321529776
0.057	0.01583659413811317
0.057	0.012398507723256704
0.057	0.009691738946886998
0.057	0.007564636043429751
0.057	0.005895971284413532

0.088	1.0
0.088	0.9824414176249737
0.088	0.9388170861145256
0.088	0.8760465325943989
0.088	0.7990893615664284
0.088	0.7072487626281996
0.088	0.6124073862053603
0.088	0.5305030754840192
0.088	0.4585743285614512
0.088	0.3945764911078792
0.088	0.3387959313087139
0.088	0.29023623417085603
0.088	0.24805872003914042
0.088	0.21160464906233514
0.088	0.1801785176257683
0.088	0.1531576265487335
0.088	0.12998385232318777
0.088	0.11015217741527195
0.088	0.09321642060524932
0.088	0.07878058655564549
0.088	0.06649660679785517
0.088	0.056061876425955864
0.088	0.04721128104258289
0.088	0.03971460580318802
0.088	0.03337413087131813
0.088	0.028018333653624446

0.121	1.0
0.121	0.9839546024611057
0.121	0.956126723501109
0.121	0.9134252292454843
0.121	0.8527589858197056
0.121	0.7739874965788464
0.121	0.6904132423978709
0.121	0.616203668028272
0.121	0.5511238787516931
0.121	0.4912606863342854
0.121	0.43630407491513057
0.121	0.3869247149085502
0.121	0.3427633135018206
0.121	0.3031510766090855
0.121	0.2676909406901129
0.121	0.23607854924861327
0.121	0.20796400927168823
0.121	0.18298679349396071
0.121	0.16083537453897978
0.121	0.14122210289839604
0.121	0.12388477557245951
0.121	0.10857612021655662
0.121	0.09507787925748824
0.121	0.08318821542732856
0.121	0.07272897645962924
0.121	0.06353602071180663

