x	lc_ft
0.3100000000000023	1.1432612032314706
0.32000000000000206	1.1472891615635115
0.3300000000000023	1.1509618413008997
0.3400000000000025	1.1543333222504766
0.3500000000000023	1.1574318909465695
0.3600000000000021	1.1602605346987
0.3700000000000023	1.162804836483019
0.38000000000000256	1.1650456016263206
0.39000000000000234	1.1669721746069843
0.40000000000000213	1.168592299104641
0.41000000000000236	1.1699355383524308
0.4200000000000026	1.1710493239032274
0.4300000000000024	1.1719889958998913
0.44000000000000217	1.1728050312749876
0.4500000000000024	1.1735314746515384
0.46000000000000263	1.17417915451761
0.4700000000000024	1.1747357340866982
0.4800000000000022	1.175172496779465
0.49000000000000243	1.1754556689825006
0.5000000000000027	1.175558684328276
0.5100000000000025	1.1754715215189735
0.5200000000000022	1.1752041801746484
0.5300000000000025	1.174783203482173
0.5400000000000027	1.174242339299815
0.5500000000000025	1.1736102755545876
0.5600000000000023	1.1728993180290166
0.5700000000000025	1.1720986061807612
0.5800000000000027	1.1711740640220114
0.5900000000000025	1.1700751856815632
0.6000000000000023	1.1687466057868823
0.6100000000000025	1.167140871753344
0.6200000000000028	1.1652284030734845
0.6300000000000026	1.1630014412917964
0.6400000000000023	1.1604706279104464
0.6500000000000026	1.1576551425917598
0.6600000000000028	1.1545693850986356
0.6700000000000026	1.1512103482202796
0.6800000000000024	1.1475497235136798
0.6900000000000026	1.1435334087894755
0.7000000000000028	1.1390888387990126
0.7100000000000026	1.134138110904701
0.7200000000000024	1.128612978219623
0.7300000000000026	1.1224670384869821
0.7400000000000029	1.1156811261243305
0.7500000000000027	1.108259858082421
0.7600000000000025	1.1002199404439503
0.7700000000000027	1.091573424370305
0.7800000000000029	1.0823108134921144
0.7900000000000027	1.0723892096153507
0.8000000000000025	1.0617293884901002
0.8100000000000027	1.0502231397895603
0.820000000000003	1.0377490929827013
0.8300000000000027	1.0241924845233734
0.8400000000000025	1.0094627358917232
0.8500000000000028	0.9935028243381149
0.860000000000003	0.9762862745382828
0.8700000000000028	0.9578007015403227
0.8800000000000026	0.9380203137862096
0.8900000000000028	0.9168725840332095
0.900000000000003	0.8942054526432797
0.9100000000000028	0.8697602900705292
0.9200000000000026	0.8431521347935219
0.9300000000000028	0.8138523015891869
0.940000000000003	0.7811585094211536
0.9500000000000028	0.7441203584612481
0.9600000000000026	0.7013485023112098
0.9700000000000029	0.6505148327055736
0.9800000000000031	0.5868498262529289
0.9900000000000029	0.4966972324910992
1.0000000000000027	0.25331533116408533
1.010000000000003	0.1808815140087632
1.0200000000000031	0.17118008696856532
1.030000000000003	0.16395138227019412
1.0400000000000027	0.15745422334827075
1.050000000000003	0.1512586569186661
1.0600000000000032	0.14512536762881176
1.070000000000003	0.13886770109313756
1.0800000000000027	0.13234373940716068
1.090000000000003	0.12547046822568317
1.1000000000000032	0.11823348694252538
1.110000000000003	0.1106839049610569
1.1200000000000028	0.1029218480728287
1.130000000000003	0.09507071288434588
1.1400000000000032	0.08724886408697476
1.150000000000003	0.07954586239063209
1.1600000000000028	0.07200872975968169
1.170000000000003	0.06464079283270378
1.1800000000000033	0.05741218489727244
1.190000000000003	0.050278093172081734
1.2000000000000028	0.04319909047511161
1.210000000000003	0.03615778580808648
1.2200000000000033	0.02916749420858345
1.230000000000003	0.02227116391974964
1.2400000000000029	0.015531643510169002
1.250000000000003	0.009016716951026953
1.2600000000000033	0.002783559674681295
1.2700000000000031	-0.00313289936228648
1.280000000000003	-0.008724651770172585
1.2900000000000031	-0.01400746726182197
1.3000000000000034	-0.019011390637496448
1.3100000000000032	-0.02376808045121475
1.320000000000003	-0.028298906836714467
1.3300000000000032	-0.032607263065104794
1.3400000000000034	-0.036677104336785955
1.3500000000000032	-0.040477780151661515
1.360000000000003	-0.04397336763514982
1.3700000000000032	-0.04713348075320853
1.3800000000000034	-0.049942253104483914
1.3900000000000032	-0.052402903171615
1.400000000000003	-0.05453673245808245
1.4100000000000033	-0.05637711837144527
1.4200000000000035	-0.05796052646338469
1.4300000000000033	-0.059317359076227046
1.440000000000003	-0.060465374888104995
1.4500000000000033	-0.061407519662069324
1.4600000000000035	-0.06213460407869624
1.4700000000000033	-0.06263179016135839
1.480000000000003	-0.06288674642472608
1.4900000000000033	-0.06289691736985899
1.5000000000000036	-0.06267372181619277
1.5100000000000033	-0.0622425055544609
1.5200000000000031	-0.061638399056499885
1.5300000000000034	-0.060899460846609355
1.5400000000000036	-0.06005925566307809
1.5500000000000034	-0.05914110938883034
1.5600000000000032	-0.05815569606651054
1.5700000000000034	-0.05710254663401079
1.5800000000000036	-0.055974862016315664
1.5900000000000034	-0.05476603374322337
1.6000000000000032	-0.0534758114301614
1.6100000000000034	-0.052114231547713094
1.6200000000000037	-0.05070216252479104
1.6300000000000034	-0.049268385595653025
1.6400000000000032	-0.04784418682563536
1.6500000000000035	-0.04645716397361702
1.6600000000000037	-0.045126141492502894
1.6700000000000035	-0.043858696402503033
1.6800000000000033	-0.042651962196078905
1.6900000000000035	-0.041496363456035384
1.7000000000000037	-0.040381053326102874
1.7100000000000035	-0.0392993429550882
1.7200000000000033	-0.03825246240756778
1.7300000000000035	-0.037250546708864275
1.7400000000000038	-0.036310616970856274
1.7500000000000036	-0.03545225017044435
1.7600000000000033	-0.034692320033960874
1.7700000000000036	-0.034040441973192365
1.7800000000000038	-0.03349650177680473
1.7900000000000036	-0.03305098017831235
1.8000000000000034	-0.03268791672489721
1.8100000000000036	-0.03238955587269
1.8200000000000038	-0.032141228158011306
1.8300000000000036	-0.031934981768292355
1.8400000000000034	-0.031770895969685894
1.8500000000000036	-0.031655740588234484
1.8600000000000039	-0.03159946466263342
1.8700000000000037	-0.03161065087827377
1.8800000000000034	-0.03169236471258865
1.8900000000000037	-0.031839676896983825
1.900000000000004	-0.03203960001322935
1.9100000000000037	-0.03227342695792567
1.9200000000000035	-0.03252072490081235
1.9300000000000037	-0.03276374694965086
1.940000000000004	-0.03299092020269836
1.9500000000000037	-0.03319837717708021
1.9600000000000035	-0.03338911555821495
1.9700000000000037	-0.03357010410339364
1.980000000000004	-0.03374827427569896
1.9900000000000038	-0.03392665991470992
2.0000000000000036	-0.03410187791335371
2.0100000000000033	-0.034263709864365485
2.020000000000004	-0.034396886922777835
2.030000000000004	-0.0344845027984633
2.0400000000000036	-0.034511990277864904
2.0500000000000043	-0.03447044136661338
2.060000000000004	-0.03
2.060000000000004	-0.03413275664958718
2.070000000000004	-0.03424973114143328
2.0800000000000036	-0.03378000738199382
2.0900000000000034	-0.03314500293495996
2.100000000000004	-0.0329407962838736
2.110000000000004	-0.03298343278608427
2.1200000000000037	-0.032613113971093385
2.1300000000000043	-0.03175392807131918
2.140000000000004	-0.031027768270706496
2.150000000000004	-0.03075398435159423
2.1600000000000037	-0.030446313404939057
2.1700000000000035	-0.02960288878306582
2.180000000000004	-0.028511040592919576
2.190000000000004	-0.02778237932741432
2.2000000000000037	-0.027377048418724098
2.2100000000000044	-0.026681093495486002
2.220000000000004	-0.025499592976914245
2.230000000000004	-0.024368462059448245
2.2400000000000038	-0.023695951368469977
2.2500000000000036	-0.023119092538831203
2.2600000000000042	-0.02209964548625286
2.270000000000004	-0.02079260548031392
2.280000000000004	-0.019797273360947214
2.2900000000000045	-0.019201980835742552
2.3000000000000043	-0.018456229132641437
2.310000000000004	-0.017264369965120513
2.320000000000004	-0.016061565199936012
2.3300000000000036	-0.015316879066922952
2.3400000000000043	-0.014790108505094483
2.350000000000004	-0.013929673446886594
2.360000000000004	-0.012762931622756928
2.3700000000000045	-0.011851317556782988
2.3800000000000043	-0.01139249697041566
2.390000000000004	-0.010913150137827676
2.400000000000004	-0.010036514148728068
2.4100000000000037	-0.009086767100509867
2.4200000000000044	-0.00856654813661234
2.430000000000004	-0.008354456715761356
2.440000000000004	-0.007907569526654834
2.4500000000000046	-0.007134732746399697
2.4600000000000044	-0.006538311685773762
2.470000000000004	-0.006405571247048367
2.480000000000004	-0.006351557611421289
2.4900000000000038	-0.005940288166023121
2.5000000000000044	-0.005380668932690132
2.5100000000000042	-0.005184352160666594
2.520000000000004	-0.005342713202381014
2.5300000000000047	-0.005343006716859937
2.5400000000000045	-0.0049896416297694965
2.5500000000000043	-0.004710191440728276
2.560000000000004	-0.004862095355779736
2.570000000000004	-0.005157787512873602
2.5800000000000045	-0.005126003210079028
2.5900000000000043	-0.004862156974625859
2.600000000000004	-0.004865690390277878
2.6100000000000048	-0.005232927650369909
2.6200000000000045	-0.005501683146866783
2.6300000000000043	-0.0053901066460041586
2.640000000000004	-0.005240545236346386
2.650000000000004	-0.005461529094875482
2.6600000000000046	-0.005868991746173419
2.6700000000000044	-0.005980900926173538
2.680000000000004	-0.005785891280655257
2.690000000000005	-0.005752857880147247
2.7000000000000046	-0.0060727775745626
2.7100000000000044	-0.006351681316862291
2.720000000000004	-0.00624190138650433
2.730000000000004	-0.005994294121172562
2.7400000000000047	-0.006049070413135418
2.7500000000000044	-0.006327572197944303
2.7600000000000042	-0.006360055991818457
2.770000000000005	-0.006038293559011282
2.7800000000000047	-0.005784314796584575
2.7900000000000045	-0.005870137330229314
2.8000000000000043	-0.005983267275063313
2.810000000000004	-0.005730949840329944
2.8200000000000047	-0.005269255372395344
2.8300000000000045	-0.005049814170353016
2.8400000000000043	-0.005096134343286075
2.850000000000005	-0.004970672852858828
2.8600000000000048	-0.004480036255303993
2.8700000000000045	-0.003984637024862923
2.8800000000000043	-0.00382041225963909
2.890000000000004	-0.003764286131778871
2.900000000000005	-0.0033981443104081216
2.9100000000000046	-0.002782404975572146
2.9200000000000044	-0.002359306597085331
2.930000000000005	-0.0022461827359580647
2.940000000000005	-0.002053755045025994
2.9500000000000046	-0.0015163823034868573
2.9600000000000044	-0.0009201087179204204
2.970000000000004	-0.0006450200560507713
2.980000000000005	-0.0005602917556156786
2.9900000000000047	-0.0002408774897261351
3.0000000000000044	0.00034656180304136475
3.010000000000005	0.000789300724140525
