lambda	lc_Re	lc_Im
-452.21967422098567	-0.0004296080413964936	3.646379360847221e-05
-451.5355294793502	-0.0005606369545097393	0.0002549697512721343
-450.85138473771474	-0.0005245138263899315	0.000507533658106346
-450.1672399960793	-0.00033702527063113157	0.000680690022392111
-449.4830952544438	-8.228551338811562e-05	0.0006963261239982092
-448.79895051280835	0.00012492018388346956	0.0005470523789755128
-448.1148057711729	0.00019077665704854866	0.00029982203551511607
-447.4306610295374	8.483284076059189e-05	6.603893078732724e-05
-446.74651628790195	-0.00014600732610312505	-4.8502491598003154e-05
-446.0623715462665	-0.0003983222363771739	8.648513988269361e-06
-445.378226804631	-0.0005585832021450769	0.00021272665415909952
-444.69408206299556	-0.0005543128535462006	0.00047260346270723525
-444.0099373213601	-0.0003869396689597125	0.0006716130791438238
-443.32579257972463	-0.00013145705811758957	0.0007200623348634447
-442.64164783808917	9.70954809718458e-05	0.000595792276358868
-441.9575030964537	0.00019534923554903442	0.0003544496645095918
-441.27335835481824	0.00011827285416542933	0.0001047115309217512
-440.5892136131828	-0.00010027791754690503	-4.0508453908857304e-05
-439.9050688715473	-0.00036250274233215485	-1.4965926811882262e-05
-439.22092412991185	-0.0005504993974509622	0.00017084490523711134
-438.5367793882764	-0.0005793539964152625	0.0004341057684075774
-437.8526346466409	-0.000435574139126289	0.0006567247658337866
-437.16848990500546	-0.0001834712239977419	0.0007384490769253071
-436.48434516337	6.351980557899403e-05	0.000642153520929706
-435.80020042173453	0.00019379490528549374	0.000410847676996559
-435.11605568009907	0.0001479225223601801	0.0001486134339327538
-434.4319109384636	-5.433392902378742e-05	-2.60808062100449e-05
-433.74776619682814	-0.0003225973431061789	-3.374991529102116e-05
-433.0636214551927	-0.0005363411576083808	0.0001300956956034114
-432.3794767135572	-0.0005991212274129988	0.00039260967589825775
-431.69533197192175	-0.0004821747672689262	0.0006361383883639435
-431.0111872302863	-0.00023767843519370143	0.0007510951345658226
-430.3270424886508	2.444191750111346e-05	0.0006854194788696785
-429.64289774701535	0.00018584504522262734	0.0004683009427136564
-428.9587530053799	0.00017311260168331011	0.00019735861532373125
-428.2746082637444	-8.946959146289023e-06	-5.096230760975927e-06
-427.59046352210896	-0.00027913426752759437	-4.711997532516599e-05
-426.9063187804735	-0.0005161562080305548	9.126534471646478e-05
-426.22217403883803	-0.0006131608391367249	0.0003487543378309439
-425.53802929720257	-0.0005259920341023701	0.0006100610292226959
-424.8538845555671	-0.0002933735347119035	0.0007576847505990542
-424.16973981393164	-1.9798930096883154e-05	0.0007248967397664615
-423.4855950722962	0.00017131549285802128	0.0005260548964966449
-422.8014503306607	0.00019321389693361754	0.00025047683058017985
-422.11730558902525	3.5088591372584433e-05	2.2477780529533986e-05
-421.4331608473898	-0.00023271748785285646	-5.4548706678698544e-05
-420.7490161057543	-0.0004900870725144442	5.514460647458656e-05
-420.06487136411886	-0.0006210903460197779	0.000303242365362564
-419.3807266224834	-0.0005662919341897548	0.0005787940719622676
-418.69658188084793	-0.00034980411095241306	0.0007579850765608541
-418.01243713921247	-6.877476083650631e-05	0.0007599261671167312
-417.328292397577	0.00015011214068515172	0.0005833252237883452
-416.64414765594154	0.00020764770473163355	0.00030741757151470653
-415.9600029143061	7.696608897714922e-05	5.6579366475532444e-05
-415.2758581726706	-0.00018402081857860317	-5.5574253014366206e-05
-414.59171343103515	-0.0004583725385191058	2.2517579004895788e-05
-413.9075686893997	-0.0006226066910600774	0.0002568321504815824
-413.2234239477642	-0.000602367247223983	0.000542732444127357
-412.53927920612875	-0.0004061797579282029	0.0007518527253693434
-411.8551344644933	-0.00012197194153230822	0.0007898938443101698
-411.1709897228578	0.0001222354580737279	0.0006393082862706841
-410.48684498122236	0.00021589588953184973	0.00036755527694557323
-409.8027002395869	0.00011587774333344408	9.704994157254171e-05
-409.11855549795143	-0.0001337808624135091	-4.980915804402285e-05
-408.43441075631597	-0.0004213478446198182	-5.8496426982935015e-06
-407.7502660146805	-0.0006174936287858813	0.0002103291783259308
-407.06612127304504	-0.0006335488148259307	0.0005023625544369388
-406.3819765314096	-0.0004616821713439095	0.0007392393147068901
-405.6978317897741	-0.00017879554019557036	0.0008142417675272656
-405.01368704813865	8.77838476325107e-05	0.0006931921694751891
-404.3295423065032	0.00021751044654888893	0.0004301957637156878
-403.6453975648677	0.00015102605531822335	0.0001436331114899382
-402.96125282323226	-8.278886655129896e-05	-3.694847330506249e-05
-402.2771080815968	-0.00037944355297067726	-2.9220425549765885e-05
-401.59296333996133	-0.000605628163721483	0.00016457641880547927
-400.90881859832587	-0.0006592166731237215	0.0004582589168475612
-400.2246738566904	-0.0005154759696034024	0.000720195900450963
-399.54052911505494	-0.00023857495390784274	0.0008324781371680712
-398.8563843734195	4.695575841562514e-05	0.000744168223546685
-398.172239631784	0.0002121224093463205	0.0004945838273516634
-397.48809489014855	0.00018163549411559236	0.00019597490988171513
-396.8039501485131	-3.188156819334569e-05	-1.677698777890758e-05
-396.1198054068776	-0.0003331830861750967	-4.689901803979008e-05
-395.43566066524215	-0.0005869859334740337	0.00012044390103861094
-394.7515159236067	-0.0006788108900786358	0.00041107947136361525
-394.0673711819712	-0.0005667201169460939	0.0006948762120064277
-393.38322644033576	-0.00030057076776232464	0.0008441871016065842
-392.6990816987003	5.049288586108703e-08	0.0007914429591965223
-392.01493695706483	0.00019944996526552358	0.0005599119453532429
-391.33079221542937	0.0002069642544196362	0.0002536253912138215
-390.6466474737939	1.8068876687231373e-05	1.082454187503214e-05
-389.96250273215844	-0.00028317892510298654	-5.8241777376999686e-05
-389.278357990523	-0.0005616454370762791	7.881758719836308e-05
-388.5942132488875	-0.0006918419572190756	0.00036155962888347867
-387.91006850725205	-0.0006145798154785336	0.0006635386153235091
-387.2259237656166	-0.0003639827892267728	0.0008490378112411883
-386.5417790239811	-5.253233982056759e-05	0.0008342501534364753
-385.85763428234566	0.00017930564920026531	0.0006253300004217378
-385.1734895407102	0.00022631594041746942	0.0003160415975016251
-384.48934479907473	6.6165773282576e-05	4.5874271402721154e-05
-383.80520005743927	-0.00023012748168416022	-6.26680497720839e-05
-383.1210553158038	-0.000529791022261282	4.0587674146299734e-05
-382.43691057416834	-0.0006979005881588404	0.0003105050847501108
-381.7527658325329	-0.0006582387240366183	0.0006265467445607687
-381.0686210908974	-0.0004279591859012109	0.0008467926469643398
-380.38447634926194	-0.000110294755269633	0.000871863014063662
-379.7003316076265	0.00015160249538045538	0.0006899559261076023
-379.016186865991	0.00023905102085104197	0.00038259189954699716
-378.33204212435555	0.00011149945564792367	8.828535837262374e-05
-377.6478973827201	-0.00017480267832043373	-5.9670550612804e-05
-376.9637526410846	-0.0004917145597643311	6.636461534208335e-06
-376.27960789944916	-0.0006966667810078637	0.0002587834627777912
-375.5954631578137	-0.0006969113547323222	0.0005843687595891863
-374.91131841617823	-0.000491606638958501	0.0008373144952568295
-374.22717367454277	-0.00017264372350198244	0.0009036062481798852
-373.5430289329073	0.00011635903771983205	0.000752887163600125
-372.85888419127184	0.0002445978990899013	0.00045256169569075406
