mom	a	z	Re	Re_err	Im	Im_err
6	0.0574	0.06	0.9559327769325077	0.0008193665546207819	-0.1999312201481988	0.0027845415432022624
6	0.0574	0.12	0.8311202467776414	0.0025461232671061262	-0.36333245963567373	0.004734277188389535
6	0.0574	0.18	0.6492023003950812	0.004837515044303631	-0.46140562420738374	0.005638468919442585
6	0.0574	0.24	0.4543222653397303	0.0066519614266020155	-0.48984009648374227	0.005534354804355601
6	0.0574	0.3	0.2792297380041183	0.0073052241121294706	-0.4631608354042629	0.005327187766866137
6	0.0574	0.36	0.14090146807951454	0.007380770921220081	-0.400916710220264	0.005128683677764367
6	0.0574	0.42	0.04272874217925902	0.0076550272114919654	-0.32230314597401755	0.005268804662227067
6	0.0574	0.48	-0.017721137256814866	0.007038119065018604	-0.24212720820934075	0.0053419394853164714
6	0.0574	0.54	-0.0481711871434495	0.006283468385970248	-0.17010711041289234	0.005808846771359871
6	0.0574	0.6000000000000001	-0.05746695326512963	0.005102265761052049	-0.11082445480357421	0.0054060802324433915
6	0.0574	0.6599999999999999	-0.05355648070666974	0.004362246214751328	-0.06619270653843842	0.005025490412485712
6	0.0574	0.72	-0.04312295183778132	0.003975588790624617	-0.0355371888342555	0.004512904825992759
6	0.0574	0.78	-0.030590390495635143	0.003914047527500405	-0.0163139077267061	0.004203308818868624
6	0.0574	0.8400000000000001	-0.018759047976928893	0.003589586289123495	-0.005476331398863067	0.003813738187501271
6	0.0574	0.8999999999999999	-0.009356295755982229	0.003480037329337934	-0.0005255065054325569	0.0033817248335703386
6	0.0574	0.96	-0.00296219282438812	0.0032522377234841956	0.0005763042269826765	0.003216487306899554
6	0.0574	1.02	0.0004407376289289345	0.0031265186162970004	-0.00011401007423384444	0.0028970207846807203
6	0.0574	1.08	0.0016914448468565804	0.0029826427039278012	-0.0014698556929056135	0.0027883599446925744
6	0.0574	1.1400000000000001	0.0012177553975634679	0.0028337232170723456	-0.0027000114402039805	0.0026142124168441485
6	0.0574	1.2	0.00019177078496762802	0.0026444638667660362	-0.003413568167589115	0.0026574006366472864
6	0.0574	1.26	-0.0006421652693323206	0.0025823940991717845	-0.0033750612756867837	0.0024664711683076166
6	0.0574	1.32	-0.0013219792379292198	0.0025129938485201645	-0.0028836102522882914	0.0022283605470854347
6	0.0574	1.38	-0.0015831249367539992	0.002367389856208086	-0.0019846479437653887	0.0021990296280164387
6	0.0574	1.44	-0.0014141762645146824	0.0022965116075707864	-0.0011702026277516768	0.002070644489392156
6	0.0574	1.5	-0.001215328098925298	0.0020907255334932924	-0.00024013044591571382	0.0020669516014361175
6	0.0882	0.06	0.969810679797312	0.000897859849484095	-0.19404021186501205	0.0028109485906589182
6	0.0882	0.12	0.8752918449191145	0.0027483432668278236	-0.36498410544691373	0.005253910263453343
6	0.0882	0.18	0.7308232187164465	0.005108742164303569	-0.4923960367185385	0.006749366206644736
6	0.0882	0.24	0.5535744954298298	0.007365487663194448	-0.5605766520014313	0.007232992766020074
6	0.0882	0.3	0.37233771339045785	0.009076409870651503	-0.569714163883206	0.00786714387140297
6	0.0882	0.36	0.20943199577119956	0.010352209682934628	-0.5301666267138944	0.007592447588758101
6	0.0882	0.42	0.0796567665274118	0.011075395292456311	-0.45777334270687964	0.007193797676791291
6	0.0882	0.48	-0.011892039235420811	0.009845579348433357	-0.36843625080869613	0.00731548000868104
6	0.0882	0.54	-0.06698969286749705	0.009213655900551065	-0.2765511674708424	0.007352731399864364
6	0.0882	0.6000000000000001	-0.09159805807079982	0.008297498630702947	-0.19277136549882146	0.007037275369632528
6	0.0882	0.6599999999999999	-0.0937260434725076	0.007668584474195925	-0.12444354897635454	0.007106557808554238
6	0.0882	0.72	-0.08250175873093171	0.006819604541641765	-0.07292836514306617	0.006758680948654644
6	0.0882	0.78	-0.06510337833406082	0.006769328581521766	-0.038094904086363575	0.0059516772858444755
6	0.0882	0.8400000000000001	-0.04684930928184072	0.006304880333025662	-0.01658832009599302	0.00567844290587155
6	0.0882	0.8999999999999999	-0.03044165836536467	0.005433055273960062	-0.005226889885472422	0.005406500440271392
6	0.0882	0.96	-0.017740151979957965	0.005200416184270744	-7.696244137239039e-05	0.005250035936586408
6	0.0882	1.02	-0.008383257472639433	0.004786744986249781	0.0012263120102196747	0.005224122233531208
6	0.0882	1.08	-0.0027528604643448657	0.004579476920573669	0.00015454829315347964	0.004712177286834977
6	0.0882	1.1400000000000001	8.836393628551587e-05	0.004789622230004449	-0.0011445747580676809	0.004595794442520475
6	0.0882	1.2	0.0010370743181918754	0.004797587498304901	-0.0024141018355047475	0.004573272269554158
6	0.0882	1.26	0.0012041492092268358	0.0044046622150623	-0.003017972221473187	0.004451102802008931
6	0.0882	1.32	0.0010284264546743366	0.004049901266572931	-0.0032413007877286023	0.0042519380665690725
6	0.0882	1.38	0.0008445954943106909	0.0037653424377521102	-0.0033332010211829088	0.003967743229073779
6	0.0882	1.44	0.000804544935831565	0.003744845940045598	-0.003163930143670065	0.003900958236845309
6	0.0882	1.5	0.0011458622629013826	0.0033490911896873936	-0.0031836792010150605	0.003945139772145669
6	0.1213	0.06	0.9907767998071957	0.008671543784801172	-0.19133928616887416	0.005693264165297557
6	0.1213	0.12	0.9266574511493637	0.022194314929274483	-0.37682379930134113	0.009621005964882743
6	0.1213	0.18	0.8155739434066291	0.035001591549971074	-0.5377072813922474	0.019384343215531175
6	0.1213	0.24	0.6650273486116024	0.04355584285062486	-0.6538541248627028	0.03281240980463662
6	0.1213	0.3	0.4854866981257293	0.04191696074538454	-0.7127136268459273	0.04847054033296616
6	0.1213	0.36	0.3004106671931107	0.03159623029429193	-0.712503291502708	0.062351973432178465
6	0.1213	0.42	0.13436029855402248	0.02390844244938921	-0.6597184439590081	0.06749399104560361
6	0.1213	0.48	-0.0037262331882441362	0.01846019140478873	-0.5697320142775051	0.06031460229480301
6	0.1213	0.54	-0.09660466935010964	0.024810351454539543	-0.4576800157806816	0.05162157513729205
6	0.1213	0.6000000000000001	-0.14900036226375185	0.031057334619769287	-0.34247218444404937	0.039979356154526746
