x	cv	err_all
1.7763568394002505e-15	1.2006109972097983e-05	3.986496968788929e-05
0.010000000000002007	0.46510575245485175	0.10959808979376937
0.020000000000002238	0.587970604789851	0.1162273340045171
0.030000000000002025	0.6679221694070476	0.11882820760871426
0.04000000000000181	0.7314797186824296	0.11964882902246443
0.05000000000000204	0.7837624442380325	0.11901142096620732
0.060000000000002274	0.827338862343087	0.116794942186487
0.07000000000000206	0.8666655003734014	0.11544426890730342
0.08000000000000185	0.9019420902780464	0.11501106733208005
0.09000000000000208	0.9303178055781612	0.11203789597195557
0.10000000000000231	0.9529285405710902	0.1069185827885758
0.1100000000000021	0.979458617390325	0.10877212816051807
0.12000000000000188	1.0012607220129661	0.10772606123729728
0.1300000000000021	1.0243401749047005	0.10854657209378299
0.14000000000000234	1.0451483230554803	0.1070140293910174
0.15000000000000213	1.0637901475953098	0.106117443906665
0.16000000000000192	1.081133991391114	0.1047297974789172
0.17000000000000215	1.0994499706836807	0.10559222168776561
0.18000000000000238	1.1143405540473392	0.10393947163580797
0.19000000000000217	1.128697111722938	0.10237571741993201
0.20000000000000195	1.141507367496978	0.10004818589177411
0.21000000000000218	1.1535196319259995	0.09772613937205787
0.22000000000000242	1.1662999718257905	0.09783517482176429
0.2300000000000022	1.1777333652867616	0.09755961236017852
0.240000000000002	1.1875864949892732	0.09539471218175644
0.2500000000000022	1.198023564275539	0.09519931119795344
0.26000000000000245	1.2070991450295596	0.0941201342065181
0.27000000000000224	1.2151141178660967	0.093042146508447
0.280000000000002	1.2231249895450682	0.09338426911277597
0.29000000000000226	1.2303413831281262	0.09213672378030702
0.3000000000000025	1.2364187840741898	0.09061261866677461
0.3100000000000023	1.2418185999656708	0.0908430540438514
0.32000000000000206	1.2469177399548603	0.09030393343224574
0.3300000000000023	1.2511649390282589	0.090509015067884
0.3400000000000025	1.2558548522657644	0.08996422589226238
0.3500000000000023	1.2586695730017112	0.08988616621379575
0.3600000000000021	1.2616380526237077	0.08990508810559827
0.3700000000000023	1.2639798348068783	0.09064585160127914
0.38000000000000256	1.2647187255914543	0.09075272960033232
0.39000000000000234	1.2662319503248205	0.0911704301362124
0.40000000000000213	1.2679363186618804	0.09117541819765651
0.41000000000000236	1.2676205223723247	0.09113872427307479
0.4200000000000026	1.2667939626392746	0.09143046210228034
0.4300000000000024	1.2666254729760649	0.09090601108261787
0.44000000000000217	1.263983528823871	0.09160373699623459
0.4500000000000024	1.2614958245375951	0.0924062475193499
0.46000000000000263	1.2583281131695347	0.09367410537615894
0.4700000000000024	1.2546343806873814	0.09388875604687597
0.4800000000000022	1.2514106555664795	0.09475881717213985
0.49000000000000243	1.2470935607546787	0.09564094247820543
0.5000000000000027	1.2417332070226836	0.0958242794323354
0.5100000000000025	1.2363948810570347	0.0965042065649846
0.5200000000000022	1.2317859896936085	0.09471343212374195
0.5300000000000025	1.2240857631668256	0.09555797490649409
0.5400000000000027	1.2165920812701752	0.09717203772521787
0.5500000000000025	1.210037419930694	0.09567163184750438
0.5600000000000023	1.2022403669397999	0.0962711035263446
0.5700000000000025	1.1949629148594663	0.09646436322680674
0.5800000000000027	1.1856105811277764	0.09776214159503915
0.5900000000000025	1.1763964965240943	0.09822469056461136
0.6000000000000023	1.1666551114359445	0.0997603852704183
0.6100000000000025	1.1560578607152205	0.10063570267056243
0.6200000000000028	1.145193490308704	0.1026999436227809
0.6300000000000026	1.1359996133447194	0.10148835063456274
0.6400000000000023	1.1244494675696943	0.10258107869461064
0.6500000000000026	1.1112980202610916	0.10593502908077923
0.6600000000000028	1.1004902081410621	0.10663826574718477
0.6700000000000026	1.0875432521174628	0.10783407969514802
0.6800000000000024	1.073303072036062	0.11145568322031973
0.6900000000000026	1.0585409267806598	0.11522435535076919
0.7000000000000028	1.043187282843055	0.11888737178854886
0.7100000000000026	1.0289005240582876	0.12149823103268531
0.7200000000000024	1.0131608280414348	0.12451485334016149
0.7300000000000026	0.9981540258127582	0.12568227587651182
0.7400000000000029	0.982817819204219	0.12775538926748337
0.7500000000000027	0.965799504941806	0.1293659165566845
0.7600000000000025	0.9475614257629732	0.13214958286020573
0.7700000000000027	0.9304403821909302	0.1340456249346893
0.7800000000000029	0.9131716670430439	0.13477608181429152
0.7900000000000027	0.8950641724178059	0.13607584023576047
0.8000000000000025	0.8775940937622443	0.13641746824274048
0.8100000000000027	0.8575866795625952	0.13843922242341689
0.820000000000003	0.8370744750806296	0.14091138024165073
0.8300000000000027	0.8168705648717973	0.14325266181151852
0.8400000000000025	0.7941983087452531	0.14494824111237992
0.8500000000000028	0.7720731101740628	0.14620048016969656
0.860000000000003	0.7498397056861105	0.1470776308091396
0.8700000000000028	0.7241478212324404	0.15009074330957428
0.8800000000000026	0.6997628157674098	0.15191057506564132
0.8900000000000028	0.6753065236525182	0.15306906911128837
0.900000000000003	0.6350044472663017	0.15315824725656157
0.9100000000000028	0.6024421999695679	0.15456216702294323
0.9200000000000026	0.5684592885934163	0.15411312432397206
0.9300000000000028	0.5315355417867886	0.15392101118726553
0.940000000000003	0.4913926032898289	0.1536187355296953
0.9500000000000028	0.44672855002501377	0.1532773003819471
0.9600000000000026	0.3978343158094867	0.15062447442555582
0.9700000000000029	0.3419604110481388	0.14552314819729018
0.9800000000000031	0.275037256820475	0.13706257559450763
0.9900000000000029	0.1897420637334779	0.11795878877578446
1.0	0.0	0.0
