x	lambda_extrapolation_sys	continuum_limit_sys
1.7763568394002505e-15	0.00039481391414120104	0.0022935673967809933
0.010000000000002007	0.030921866493754613	0.059937121856368236
0.020000000000002238	0.03364378181389982	0.05875826618357305
0.030000000000002025	0.035291917319598354	0.05954389466424148
0.04000000000000181	0.0295999921108262	0.06145266895063817
0.05000000000000204	0.03079952447312506	0.061363232044225224
0.060000000000002274	0.029844888072403486	0.06253381810869885
0.07000000000000206	0.028816248698514402	0.06476293960316915
0.08000000000000185	0.027902004683113768	0.06516439217215253
0.09000000000000208	0.025494786548706738	0.06923053166907067
0.10000000000000231	0.024969399073265897	0.06960757765884107
0.1100000000000021	0.01615878086506528	0.07381820056058308
0.12000000000000188	0.02400802246702849	0.07129760068538338
0.1300000000000021	0.02428253643177747	0.06930105561574385
0.14000000000000234	0.024589676580424547	0.06831169875296172
0.15000000000000213	0.024989173135205434	0.06809910432829125
0.16000000000000192	0.02269939581530478	0.06726525174933595
0.17000000000000215	0.019347326818597965	0.06615240044636694
0.18000000000000238	0.022135277251217778	0.06253472257006831
0.19000000000000217	0.021737197013367293	0.06234807874081438
0.20000000000000195	0.023316696926193092	0.05635744919744745
0.21000000000000218	0.019930108232835586	0.05808490017927248
0.22000000000000242	0.018202184604029448	0.05897138297227045
0.2300000000000022	0.015476341087334866	0.05958494830858285
0.240000000000002	0.012528836920588482	0.0624865637817964
0.2500000000000022	0.011739959930100907	0.062457974588002285
0.26000000000000245	0.010653228480070442	0.0629467581856531
0.27000000000000224	0.0076469539444419254	0.06637979833151797
0.280000000000002	0.006132501491626696	0.0666138125976774
0.29000000000000226	0.0074551877509048126	0.06589834086865798
0.3000000000000025	0.0075797910361588006	0.06698127070752635
0.3100000000000023	0.007944700082631373	0.06689726840559462
0.32000000000000206	0.004573743500078331	0.06783785334473169
0.3300000000000023	0.0027219942178011713	0.067343641422414
0.3400000000000025	0.0005778115178256549	0.0675856350864461
0.3500000000000023	0.001265963389796898	0.067373543041777
0.3600000000000021	0.005799813442139756	0.06846901807528671
0.3700000000000023	0.007853410717253428	0.06845401361103232
0.38000000000000256	0.010665972433357762	0.06840120499336022
0.39000000000000234	0.012666870795057017	0.06881178783328035
0.40000000000000213	0.01402060268123595	0.06883104183249467
0.41000000000000236	0.017021766866865518	0.06848093061688099
0.4200000000000026	0.019003208848405784	0.06858546000559707
0.4300000000000024	0.019383689957092498	0.06877466810026811
0.44000000000000217	0.02115823432871089	0.0685963904891147
0.4500000000000024	0.022266809408787225	0.06890149477220398
0.46000000000000263	0.023793402729020086	0.06942941070571851
0.4700000000000024	0.025427163969189648	0.06912158598346152
0.4800000000000022	0.025744364212011872	0.06977109125941916
0.49000000000000243	0.027069882820593083	0.06988628093229288
0.5000000000000027	0.0273514667024084	0.06962166993910412
0.5100000000000025	0.027166302158422306	0.06986857338614438
0.5200000000000022	0.02575512023706783	0.06971114068636042
0.5300000000000025	0.02520108938633192	0.0690343164950411
0.5400000000000027	0.023866169342670718	0.06936032820404714
0.5500000000000025	0.022192388917509298	0.06877437780651063
0.5600000000000023	0.020886442338312383	0.06842239911849335
0.5700000000000025	0.019551184957896872	0.06868499481436197
0.5800000000000027	0.019103498810880026	0.06842661451812448
0.5900000000000025	0.017133740256137342	0.06849509284608435
0.6000000000000023	0.014078349426311476	0.06863139685235398
0.6100000000000025	0.012845279669993381	0.06851664443745631
0.6200000000000028	0.010685665456320548	0.06822095596383626
0.6300000000000026	0.007785309650206074	0.068146044400071
0.6400000000000023	0.006035678074464146	0.06833679061575282
0.6500000000000026	0.002328531600135131	0.06739441279271619
0.6600000000000028	0.0007080401341801323	0.06742596736932915
0.6700000000000026	0.001976730996819054	0.06717350720909199
0.6800000000000024	0.004382981732136804	0.06731668170280614
0.6900000000000026	0.006933245975322189	0.06702400579908674
0.7000000000000028	0.00716199681349261	0.06680101700552776
0.7100000000000026	0.007102530816609276	0.0661743764978393
0.7200000000000024	0.005809699284201164	0.06643005245832545
0.7300000000000026	0.006760361681234173	0.06638547878783241
0.7400000000000029	0.01071926123582534	0.06288989212207996
0.7500000000000027	0.012262086391442217	0.061895653417910035
0.7600000000000025	0.012033048830837778	0.06240256193568272
0.7700000000000027	0.015091571959856331	0.059149209574753225
0.7800000000000029	0.017788018318114718	0.058688783422027324
0.7900000000000027	0.019936960462178854	0.057793163386278934
0.8000000000000025	0.02198627326790592	0.056098335019832524
0.8100000000000027	0.021515247364594092	0.06211623133369093
0.820000000000003	0.021916304714931778	0.062112735839499944
0.8300000000000027	0.019175006368082004	0.06650447901935741
0.8400000000000025	0.022763203257345488	0.06801946800846048
0.8500000000000028	0.0266358308438025	0.06831353041238031
0.860000000000003	0.024351834815267814	0.06863797366288815
0.8700000000000028	0.024073020812733326	0.0698434706144293
0.8800000000000026	0.024280956014818944	0.07092178570360597
0.8900000000000028	0.015874954349729964	0.07355740874278871
0.900000000000003	0.022856161234981354	0.07145714686302052
0.9100000000000028	0.02549478654870918	0.06923053166906323
0.9200000000000026	0.027902004683115655	0.06516439217215164
0.9300000000000028	0.02881624869851329	0.06476293960317059
0.940000000000003	0.029844888072398268	0.06253381810869996
0.9500000000000028	0.030799524473120843	0.06136323204422589
0.9600000000000026	0.02959999211082298	0.061452668950637945
0.9700000000000029	0.03529191731959069	0.05954389466424148
0.9800000000000031	0.03364378181389838	0.05875826618357349
0.9900000000000029	0.030921866493748285	0.059937121856370124
