x	mean	stat	large_mom_limit	continuum_limit	extrapolation	mu
1.7763568394002505e-15	1.2006109972097983e-05	1.756287143322355e-05	1.029810559206557e-05	3.319750167624871e-05	4.755247247506131e-06	7.072756359553855e-06
0.010000000000002007	0.46510575245485175	0.03996979674908401	0.032442421099243	0.06211433835627411	0.001953488678582027	0.07415954962136961
0.020000000000002238	0.587970604789851	0.039664109031827946	0.043595290214289095	0.06210918992328418	0.012773184323389586	0.07755189607582058
0.030000000000002025	0.6679221694070476	0.039159282864514526	0.04685514209162012	0.06566645012422079	0.019095360725121857	0.07559479926206181
0.04000000000000181	0.7314797186824296	0.0378099016868641	0.05039856357249428	0.06677486165139301	0.02265089168374934	0.07330957214494038
0.05000000000000204	0.7837624442380325	0.0359260680384394	0.05315165099149011	0.06688867392989706	0.024331355196037796	0.07058206859249883
0.060000000000002274	0.827338862343087	0.034436041113561494	0.054050267590113665	0.06833262225823089	0.026888737273686902	0.06435397974754642
0.07000000000000206	0.8666655003734014	0.03270121749909855	0.05619845204981977	0.06800506456223099	0.028200582987364387	0.0606612058723045
0.08000000000000185	0.9019420902780464	0.030227182165726816	0.05783035580199303	0.06651347165405808	0.03445540207149589	0.0579508099306254
0.09000000000000208	0.9303178055781612	0.028671327404202005	0.056565541143259845	0.06800065739936323	0.03485736559543495	0.05188120402298502
0.10000000000000231	0.9529285405710902	0.027508814313717787	0.05297917088147164	0.06376353862738549	0.04214038971194589	0.04501615965319561
0.1100000000000021	0.979458617390325	0.025750486915646076	0.05618995827480855	0.06385308658718336	0.044840186441700736	0.043853368062370945
0.12000000000000188	1.0012607220129661	0.024712094210096805	0.055589290793296	0.06618760156818948	0.04403978326007696	0.03979631022604546
0.1300000000000021	1.0243401749047005	0.02370676768561278	0.057235324612432414	0.06606652738389585	0.045236075446648316	0.03915835202531859
0.14000000000000234	1.0451483230554803	0.022358800628778798	0.057555497465031524	0.06626198515464288	0.044289413486474416	0.03587824422803876
0.15000000000000213	1.0637901475953098	0.022362321256427207	0.05717873647320193	0.06758638328419808	0.0428931035823239	0.03291949337815159
0.16000000000000192	1.081133991391114	0.022053335593636383	0.056444160450093595	0.06950471803350755	0.03973972901172296	0.029763832572620608
0.17000000000000215	1.0994499706836807	0.02203080803035389	0.05796393838925895	0.06994744218326332	0.040218072165663754	0.028185184551295928
0.18000000000000238	1.1143405540473392	0.021635870997843497	0.0571033749445482	0.07046561069785384	0.03849805846503673	0.025040060372112594
0.19000000000000217	1.128697111722938	0.020796395440984064	0.056977961926517606	0.07051273603723418	0.036946943430183454	0.021556593801398183
0.20000000000000195	1.141507367496978	0.02029216302076772	0.05592786886992629	0.071143392913956	0.03324574009551573	0.01741492216559637
0.21000000000000218	1.1535196319259995	0.019464818013878206	0.054973100601422464	0.07052639799719573	0.030890194417217742	0.014876170909444708
0.22000000000000242	1.1662999718257905	0.01952270634212534	0.05527772517630902	0.07145859933409149	0.0290538426445055	0.013583124736777252
0.2300000000000022	1.1777333652867616	0.019129871265081273	0.05506523276236219	0.07310892316810724	0.025536914087847418	0.011076890454739585
0.240000000000002	1.1875864949892732	0.019005719737291135	0.053645640968010166	0.07279576506801	0.02206093772463147	0.008670095127047084
0.2500000000000022	1.198023564275539	0.018976158441216594	0.05358567951779558	0.07391891625265457	0.0180326215340203	0.006496737230222038
0.26000000000000245	1.2070991450295596	0.018291538719106937	0.0527057677816154	0.07433885793713713	0.014316068987244579	0.0038607882932650828
0.27000000000000224	1.2151141178660967	0.01828928563418865	0.051297552029099025	0.07458199744025262	0.011236625239815723	0.001472455348849211
0.280000000000002	1.2231249895450682	0.01816126778886609	0.05077278981757827	0.07580970331040304	0.008097785883175002	0.00047815473165990774
0.29000000000000226	1.2303413831281262	0.017895880029811607	0.050002179028597826	0.07508128833238836	0.005160283495255991	0.002206140502454934
0.3000000000000025	1.2364187840741898	0.01809497428148789	0.04874961678352596	0.07405546986908096	0.002615878472277622	0.003954490251588005
0.3100000000000023	1.2418185999656708	0.018290616720704308	0.047751404139801945	0.07479668766580283	0.0007289885346259961	0.006530030674386289
0.32000000000000206	1.2469177399548603	0.01814729808842398	0.04671278387527744	0.07461947551368087	0.0026194899691294182	0.008274293589896509
0.3300000000000023	1.2511649390282589	0.018093483063081724	0.045490924578983405	0.07522827092876416	0.0056601505040378974	0.010185941757822725
0.3400000000000025	1.2558548522657644	0.017695344965056987	0.04496832554705099	0.07451962731654271	0.007965743658823632	0.011902036675357719
0.3500000000000023	1.2586695730017112	0.017521316669841476	0.043107754980836965	0.07483194620476508	0.01095380429872228	0.013944238877537707
0.3600000000000021	1.2616380526237077	0.01733630213958875	0.042018754938339065	0.0747071388717031	0.013936126303375262	0.015538002255518713
0.3700000000000023	1.2639798348068783	0.0176202173463735	0.040872694954471545	0.07530533803817008	0.015742205228796546	0.01780197174016873
0.38000000000000256	1.2647187255914543	0.017679827080717775	0.038741943742481855	0.07529275629113164	0.018936135833333756	0.019873777928393954
0.39000000000000234	1.2662319503248205	0.017783171186905124	0.03767912634524828	0.0754257456378229	0.020905852961189852	0.02121301012495813
0.40000000000000213	1.2679363186618804	0.0176508570839745	0.037594347211332035	0.0748916823092236	0.022170557469944674	0.02208554929900286
0.41000000000000236	1.2676205223723247	0.01793859553936152	0.03601583101951511	0.07489479665765386	0.023132501085049606	0.023302158598107248
0.4200000000000026	1.2667939626392746	0.017523199729960283	0.03424194216455789	0.07517284965540139	0.02437594893694972	0.025195476902990954
0.4300000000000024	1.2666254729760649	0.017768933164535743	0.03381123607620351	0.07435255811814256	0.02446543741099738	0.02604050025869986
0.44000000000000217	1.263983528823871	0.017526634684180132	0.03121442488084125	0.07504963848662705	0.026491476658711877	0.027847348440173336
0.4500000000000024	1.2614958245375951	0.01739459838068302	0.02915051457754303	0.0760608169727146	0.027215063107645987	0.029337390632716787
0.46000000000000263	1.2583281131695347	0.017625208905031324	0.026910421105821758	0.07742639792406147	0.02779980738248633	0.031182412975692575
0.4700000000000024	1.2546343806873814	0.017466594805979386	0.024465138345411308	0.07810142147285992	0.028444796518885207	0.031662834657865346
0.4800000000000022	1.2514106555664795	0.017651871642707002	0.02300299952694851	0.07879910772576482	0.029107841807392232	0.03289287216213821
0.49000000000000243	1.2470935607546787	0.01750368100026077	0.021186342633201072	0.07977419912701444	0.029686393133926625	0.03386362549595856
0.5000000000000027	1.2417332070226836	0.017308807798976315	0.01848253734570182	0.08082406025833744	0.028937265840057957	0.0342227912892501
0.5100000000000025	1.2363948810570347	0.017307347183603744	0.016337619501038292	0.08198944172882205	0.02837076357922541	0.0349203526066173
0.5200000000000022	1.2317859896936085	0.017247998720499574	0.015603412098993408	0.08130695789330145	0.025793221609249795	0.03396413715698299
0.5300000000000025	1.2240857631668256	0.016957181112708372	0.011931087709870836	0.08264282794165911	0.024381580142452508	0.035736973326833565
0.5400000000000027	1.2165920812701752	0.01683572101437959	0.009437287495225766	0.08439485800882429	0.024482451594429744	0.03671537176614725
