x	mean	stat	large_mom_limit	continuum_limit	extrapolation	mu
1.7763568394002505e-15	-0.001773531153767438	0.02580919289316391	0.0023803965795696417	0.0022935673967809933	0.00039481391414120104	0.0017077874271824419
0.010000000000002007	0.5462647733359995	0.2244106902974741	0.0003608283520422084	0.059937121856368236	0.030921866493754613	0.12205462393117894
0.020000000000002238	0.65054175132002	0.19692094871171523	0.009617137660669517	0.05875826618357305	0.03364378181389982	0.11598791160023691
0.030000000000002025	0.7175835999521818	0.17741849425997075	0.015246278089868115	0.05954389466424148	0.035291917319598354	0.10676651122095904
0.04000000000000181	0.7664133110101056	0.15854499543205183	0.018029417396383862	0.06145266895063817	0.0295999921108262	0.09622858122650724
0.05000000000000204	0.8078385641934978	0.14143965043966295	0.02241792777871776	0.061363232044225224	0.03079952447312506	0.0895137873977978
0.060000000000002274	0.8422112335850852	0.13219188684076374	0.024301429234584226	0.06253381810869885	0.029844888072403486	0.0824734504184309
0.07000000000000206	0.8699591620920223	0.12355800941738421	0.02368352121841999	0.06476293960316915	0.028816248698514402	0.07306286110254379
0.08000000000000185	0.8962539112846637	0.11053929902466811	0.026076093119770105	0.06516439217215253	0.027902004683113768	0.06432845037075641
0.09000000000000208	0.9165920313329811	0.10382573836572931	0.024422196371892357	0.06923053166907067	0.025494786548706738	0.05376691202726813
0.10000000000000231	0.9387517522488632	0.09550042799982825	0.02285760382309865	0.06960757765884107	0.024969399073265897	0.04680241562210796
0.1100000000000021	0.9534356283972519	0.08478125740562939	0.02298845744096678	0.07381820056058308	0.01615878086506528	0.03352979855735905
0.12000000000000188	0.9719616100391606	0.08082566028904142	0.026099460864917767	0.07129760068538338	0.02400802246702849	0.03334287708261474
0.1300000000000021	0.9893923206888147	0.07537216297095321	0.029200563121070333	0.06930105561574385	0.02428253643177747	0.02927217016747452
0.14000000000000234	1.0088697090835472	0.06789667772921971	0.034692418253811086	0.06831169875296172	0.024589676580424547	0.023843572793712076
0.15000000000000213	1.0229328936000932	0.06061636967130431	0.035634791227553975	0.06809910432829125	0.024989173135205434	0.01932962765695745
0.16000000000000192	1.036561902185381	0.05806150199204022	0.03667494675909233	0.06726525174933595	0.02269939581530478	0.014164775061711543
0.17000000000000215	1.05050046091325	0.05369149387004705	0.03919240848403471	0.06615240044636694	0.019347326818597965	0.008028370632575887
